1690724721;270336;6987776
1690724726;0;155648
1690724731;0;0
1690724736;90112;95830016
1690724741;0;1198080
1690724746;0;0
1690724751;0;6599680
1690724756;0;0
1690724761;0;0
1690724766;0;0
1690724771;0;0
1690724776;0;0
1690724781;61440;90624
1690724786;364544;0
1690724791;16384;0
1690724797;0;0
1690724802;24576;0
1690724807;0;0
1690724812;8192;446464
1690724817;49152;0
1690724822;114688;0
1690724827;32768;0
1690724832;32768;3591168
1690724837;16384;0
1690724842;0;453632
1690724847;0;0
1690724852;24576;0
1690724857;0;0
1690724862;32768;0
1690724867;0;0
1690724872;57344;0
1690724877;0;0
1690724882;49152;0
1690724887;0;0
1690724892;16384;0
1690724897;0;0
1690724902;16384;0
1690724907;0;0
1690724912;0;0
1690724917;0;0
1690724922;0;163840
1690724927;0;180224
1690724932;0;0
1690724937;0;0
1690724942;32768;204800
1690724947;139264;0
1690724952;24576;0
1690724957;0;0
1690724962;0;0
1690724967;0;0
1690724972;49152;0
1690724977;16384;0
1690724982;0;0
1690724987;0;0
1690724992;8192;0
1690724997;0;0
1690725002;0;0
1690725007;0;0
1690725012;0;0
1690725017;8192;0
1690725022;16384;0
1690725027;40960;0
1690725032;16384;0
1690725037;0;0
1690725042;0;0
1690725047;0;0
1690725052;16384;0
1690725057;16384;0
1690725062;49152;0
1690725067;0;0
1690725072;98304;0
1690725077;0;0
1690725082;32768;0
1690725087;57344;30720
1690725092;16384;0
1690725097;0;0
1690725102;73728;0
1690725107;8192;0
1690725112;114688;0
1690725117;0;0
1690725122;40960;0
1690725127;28672;0
1690725132;32768;0
1690725137;24576;0
1690725142;81920;0
1690725147;32768;0
1690725152;32768;0
1690725157;24576;0
1690725162;32768;147456
1690725167;8192;40960
1690725172;0;237568
1690725177;0;0
1690725182;0;0
1690725187;32768;0
1690725192;0;0
1690725197;24576;0
1690725202;81920;0
1690725207;81920;0
1690725212;0;0
1690725217;0;0
1690725222;0;0
1690725227;0;0
1690725232;0;0
1690725237;0;0
1690725242;8192;0
1690725247;0;0
1690725252;0;0
1690725257;0;0
1690725262;0;0
1690725267;32768;0
1690725272;24576;0
1690725277;0;0
1690725282;0;0
1690725287;212992;0
1690725292;16384;0
1690725297;0;0
1690725302;16384;0
