1690815360;11876;12091
1690815365;14712;10752
1690815370;69430;153333
1690815375;12840;12843
1690815380;16060;11818
1690815385;73575;156292
1690815390;10870;11792
1690815395;18010;12683
1690815400;67723;150312
1690815405;10922;11011
1690815410;15496;11697
1690815415;51458;168875
1690815420;11894;17298
1690815425;16783;20467
1690815430;61109;157400
1690815435;11473;17573
1690815440;16975;17579
1690815445;69273;150447
1690815450;10340;12744
1690815455;15047;12218
1690815460;70188;150220
1690815465;17296;17444
1690815470;15894;12256
1690815475;70976;156764
1690815480;10619;11103
1690815485;15137;11456
1690815490;88493;204233
1690815495;16950;16823
1690815500;15211;11365
1690815505;69561;146454
1690815510;10301;10989
1690815515;14369;11542
1690815520;68787;150575
1690815525;17296;18423
1690815530;17280;14082
1690815535;68979;173810
1690815540;10226;11681
1690815545;20251;21943
1690815550;69062;200009
1690815555;19346;24536
1690815560;17542;20439
1690815565;66870;153165
1690815570;9387;9902
1690815575;14348;11061
1690815580;72943;162499
1690815585;18352;18500
1690815590;13746;10987
1690815595;64330;153064
1690815600;9369;9924
1690815605;13723;10764
1690815610;62779;161846
1690815615;17640;17676
1690815620;13518;12010
1690815625;74881;177403
1690815630;9290;10403
1690815635;13907;10962
1690815640;105464;158516
1690815645;17666;17502
1690815650;14231;11737
1690815655;94366;200922
1690815660;9568;10032
1690815665;15459;17561
1690815670;94111;223433
1690815675;20449;25148
1690815680;15781;18028
1690815685;86703;150560
1690815690;10383;10407
1690815695;13903;11085
1690815700;96690;194904
1690815705;18293;17725
1690815710;13850;11145
1690815715;72605;152758
1690815720;9735;9895
1690815725;14264;13330
1690815730;116009;188266
1690815735;17814;17428
1690815740;12892;10533
1690815745;121731;235464
1690815750;9851;12310
1690815755;14158;11891
1690815760;118462;232610
1690815765;18113;17583
1690815770;12738;10442
1690815775;119927;197981
1690815780;10364;10392
1690815785;13314;10819
1690815790;118997;230621
1690815795;19439;24750
1690815800;14736;17956
1690815805;120186;237467
1690815810;10960;16727
1690815816;12558;10697
1690815821;116479;230491
1690815826;17476;17352
1690815831;12705;10589
1690815836;127604;229039
1690815841;11179;12664
1690815846;13008;10692
1690815851;213230;248945
1690815856;20568;20336
1690815861;11949;10272
1690815866;121611;234445
1690815871;10567;11315
1690815876;12103;10558
1690815881;209524;243551
1690815886;17542;17932
1690815891;12194;10517
1690815896;129973;243024
1690815901;9874;10225
1690815906;13499;12254
1690815911;217079;245543
1690815916;19384;24347
1690815921;14683;17759
1690815926;127503;240116
1690815931;10481;11049
1690815936;11592;10051
1690815941;209720;244890
1690815946;18373;17827
1690815951;13481;11667
1690815956;121253;233090
1690815961;9215;10462
1690815966;11120;10262
1690815971;232054;244061
1690815976;17756;17528
1690815981;12483;11360
1690815986;118789;229501
1690815991;9306;9665
1690815996;10432;10169
1690816001;214745;235263
1690816006;18280;17892
1690816011;11414;11570
1690816016;128939;237592
1690816021;10390;10835
1690816026;14096;15106
1690816031;220851;247470
1690816036;19409;24501
1690816041;13518;19458
1690816046;125500;184913
1690816051;11184;19193
1690816056;8972;9514
1690816061;147714;108478
1690816066;17385;17138
1690816071;9126;9725
1690816076;68900;91712
1690816081;12660;11219
1690816086;11771;13465
1690816091;184231;106799
1690816096;19420;17703
1690816101;9999;10217
1690816106;58499;102886
1690816111;10561;10510
1690816116;20425;15671
1690816121;160662;104508
1690816126;20358;19059
1690816131;8972;9574
1690816136;68272;92426
1690816141;9306;9725
1690816146;9126;9545
1690816151;158055;120601
1690816156;11832;17046
1690816161;10993;16874
1690816166;55321;110497
1690816171;12002;17093
1690816176;12439;16754
1690816181;147133;115540
1690816186;9720;9592
1690816191;8881;9512
1690816196;61569;97561
1690816201;9717;9793
1690816206;10340;10899
1690816211;210085;111873
1690816216;11255;10698
1690816221;9619;9745
1690816226;62061;96715
1690816231;9692;9639
1690816236;9546;9877
1690816241;160352;104146
1690816246;9874;11471
1690816251;9543;9934
1690816256;66566;78322
1690816261;10266;10086
1690816266;10134;10166
1690816271;244694;115660
1690816276;10742;11180
1690816281;11564;16986
1690816286;77523;98691
1690816291;12635;17516
1690816296;11032;16759
1690816301;161618;105793
1690816306;12741;14623
1690816311;10189;10329
1690816316;68412;93756
1690816321;14023;12489
1690816326;11514;10944
1690816331;242255;111892
1690816336;15251;18722
1690816341;9151;10192
1690816346;46064;104730
1690816351;14912;16413
1690816356;10569;11205
1690816361;134366;115279
1690816366;15342;20653
1690816371;9889;10662
1690816376;46834;103411
1690816381;11383;10454
1690816386;10136;10653
1690816391;77538;111415
1690816400;14109;13043
1690816405;10787;11144
1690816410;12248;11250
1690816415;13808;11567
1690816420;12035;70608
1690816425;12595;11302
1690816430;15013;11921
1690816435;64189;156752
1690816580;13608;10969
1690816585;115821;223016
1690816590;9751;10074
1690816595;14036;11101
1690816600;116065;231486
1690816609;12040;17157
1690816614;10158;10888
1690816619;15460;11894
1690816624;12180;12767
1690816629;12304;13783
1690816634;17566;17216
1690816639;11292;10606
1690816644;10737;12107
1690816649;15203;11716
1690816654;10330;9869
1690816659;8719;9437
1690816664;14493;10926
1690816669;10752;9967
1690816674;8972;10006
1690816679;15700;12741
1690816684;10598;9756
1690816689;10029;10728
1690816694;13980;11865
1690816699;10843;10061
1690816704;9402;10617
1690816709;16403;18762
1690816714;12465;16965
1690816719;11342;16689
1690816724;16412;18514
1690816729;12152;16270
1690816734;9712;9818
1690816739;16845;13312
1690816744;10652;10135
1690816750;9957;10063
1690816755;17778;14550
1690816760;10561;10101
1690816765;9712;9698
1690816770;16395;14445
1690816775;10407;9977
1690816780;9712;9818
1690816785;14391;11214
1690816790;10498;10104
1690816795;9866;9909
1690816800;14916;11816
1690816805;10561;9921
1690816810;9957;10123
1690816815;14454;11091
1690816820;10652;10255
1690816825;9803;9972
1690816830;15041;12645
1690816835;12274;17186
1690816840;11890;17272
1690816845;15877;18382
1690816850;13120;17536
1690816855;10257;10346
1690816860;14475;11898
1690816865;11033;10236
1690816870;9803;10032
1690816875;15301;12497
1690816880;11033;10296
1690816885;10414;10197
1690816890;14472;12849
1690816895;13824;12145
1690816900;9535;9869
1690816905;13946;11113
1690816910;15247;13954
1690816915;9381;9657
1690816920;14050;11533
1690816925;14416;15560
1690816930;11146;12308
1690816935;13585;10868
1690816940;11698;10585
1690816945;11083;12075
1690816950;14207;11687
1690816955;12525;12012
1690816960;12293;17474
1690816965;16158;18585
1690816970;14486;17667
1690816975;12391;18058
1690816980;15347;13454
1690816985;12512;11585
1690816990;11523;40618
1690816995;193839;37954
1690817000;12598;11280
1690817005;16133;92354
1690817010;13781;11646
1690817015;12209;10531
1690817020;107833;150327
1690817025;101773;22648
1690817030;11802;10339
1690817035;98580;188070
1690817040;14107;12149
1690817045;13077;10735
1690817050;97802;143853
1690817055;187132;30590
1690817060;13651;11964
1690817065;108824;219184
1690817070;11213;11261
1690817075;14375;12770
1690817080;104609;154409
1690817085;100967;28281
1690817090;17082;18331
1690817095;94130;155501
1690817100;10589;10224
1690817105;14766;11131
1690817110;89878;155861
1690817115;196838;39376
1690817120;15032;11138
1690817125;78195;146716
1690817130;9446;9991
1690817135;15277;11263
1690817140;78954;144781
1690817145;107751;30843
1690817150;14933;11036
1690817155;66974;161189
1690817160;10009;10362
1690817165;15123;11172
1690817170;67381;148344
1690817175;193597;41431
1690817180;15123;11292
1690817185;59796;150931
1690817190;10011;10150
1690817195;15032;11453
1690817200;62406;168947
1690817205;106269;34955
1690817210;17031;18347
1690817215;73185;155214
1690817220;13802;18133
1690817225;17152;13970
1690817230;65475;171186
1690817235;196621;42238
1690817240;15032;11169
1690817245;65698;151796
1690817250;11533;12061
1690817255;15123;11232
1690817260;68031;147791
1690817265;104973;28933
1690817270;15123;11352
1690817275;60531;150258
1690817280;11867;11712
1690817285;15277;11881
1690817290;63263;148979
1690817295;194623;39478
1690817300;15519;13925
1690817305;59677;150041
1690817310;9766;9845
1690817315;15186;11484
1690817320;68909;154181
1690817325;28306;25805
1690817330;21059;32414
1690817335;59512;156041
1690817340;12232;17631
1690817345;17670;18453
1690817350;89679;153020
1690817355;18003;18028
1690817360;19559;25239
1690817365;115404;155808
1690817370;9392;9648
1690817375;17565;13108
1690817380;115014;155368
1690817385;17671;17550
1690817390;23676;30851
1690817395;116607;233551
1690817400;10406;10293
1690817405;16948;13182
1690817410;115067;189867
1690817415;17608;17885
1690817420;18725;24929
1690817425;123351;232372
1690817430;9857;10091
1690817435;14675;10977
1690817440;125241;236958
1690817445;18374;19437
1690817450;19630;31818
1690817455;125432;243150
1690817461;12010;17359
1690817466;16423;18371
1690817471;122095;234008
1690817476;17828;17704
1690817481;15652;12319
1690817486;117428;232047
1690817491;9766;9845
1690817496;13586;11727
1690817501;115262;229972
1690817506;17502;17555
1690817511;13586;10956
1690817516;115308;231490
1690817521;10375;10135
1690817526;15622;13458
1690817531;114590;227020
1690817536;17754;17744
1690817541;13838;11085
1690817546;117977;222285
1690817551;10645;10325
1690817556;13684;10994
1690817561;117666;233445
1690817566;17663;17650
1690817571;14797;17731
1690817576;122015;236804
1690817581;14909;20564
1690817586;15551;18419
1690817591;117261;238657
1690817596;17823;17746
1690817601;13898;11145
1690817606;114815;221458
1690817611;11099;10677
1690817616;15521;12713
1690817621;115565;228650
1690817626;18600;18200
1690817631;14227;11288
1690817636;125892;239436
1690817641;11691;11336
1690817646;14321;11354
1690817651;119678;236127
1690817656;17712;17508
1690817661;13747;10991
1690817666;119385;229344
1690817671;11150;11609
1690817676;13303;10925
1690817681;115283;229917
1690817686;17659;17582
1690817691;14827;18470
1690817696;118439;238041
1690817701;14789;19184
1690817706;14571;17879
1690817711;110854;117869
1690817716;21898;21899
1690817721;13869;12107
1690817726;49284;101801
1690817731;12384;14292
1690817736;12540;10512
1690817741;37733;100096
1690817746;17809;17931
1690817751;13531;11781
1690817756;45304;54065
1690817761;10431;10261
1690817766;14031;11290
1690817771;54767;105315
1690817776;16914;17154
1690817781;12551;10498
1690817786;69530;96954
1690817791;9871;9884
1690817796;12460;10659
1690817801;60062;93343
1690817806;11468;16909
1690817811;14303;17575
1690817816;62190;97492
1690817821;11930;17153
1690817826;15487;18883
1690817831;62705;60387
1690817836;9061;9300
1690817841;11871;11704
1690817846;66508;90888
1690817851;10434;9983
1690817856;11172;10073
1690817861;64373;75988
1690817866;9152;9454
1690817871;12563;12025
1690817876;73239;94176
1690817881;11625;11385
1690817886;13692;13678
1690817891;70652;91933
1690817896;9306;10157
1690817901;11106;11855
1690817906;44720;106468
1690817911;10280;9892
1690817916;8951;9352
1690817921;45558;102588
1690817926;9152;9514
1690817931;10936;16817
1690817936;56098;109070
1690817941;12367;17252
1690817946;11323;16874
1690817951;69662;69921
1690817956;9215;9482
1690817961;9314;9913
1690817966;65117;94357
1690817971;10512;9952
1690817976;9035;9391
1690817981;46269;106548
1690817986;9306;9605
1690817991;10338;11101
1690817996;48096;49924
1690818001;10343;9829
1690818006;9035;9451
1690818011;57602;98169
1690818016;10327;10838
1690818021;9314;9940
1690818026;72507;97689
1690818031;10189;9829
1690818036;9270;9426
1690818041;44372;110423
1690818046;9152;9454
1690818051;11329;17055
1690818056;31101;120888
1690818061;12631;17252
1690818066;12510;17529
1690818071;19073;92460
1690818076;10396;11154
1690818081;9223;9786
1690818086;16023;32468
1690818091;10409;9920
1690818096;9957;10531
1690818101;16052;13873
1690818106;9785;9961
1690818111;9800;10210
1690818116;15842;14393
1690818121;10829;10186
1690818126;11060;12190
1690818131;15687;11958
1690818136;10982;11352
1690818141;9314;9973
1690818146;17938;15888
1690818151;10788;10466
1690818157;9294;9569
1690818162;16997;17258
1690818167;9631;9870
1690818172;10091;12387
1690818177;21455;32927
1690818182;14437;18863
1690818187;11169;16723
1690818192;17595;21266
1690818197;15817;20658
1690818202;9160;9762
1690818207;19387;26343
1690818212;11604;11479
1690818217;9035;9478
1690818222;16559;12594
1690818227;9574;9432
1690818232;9314;9853
1690818237;19352;25696
1690818242;10762;9930
1690818247;9338;9614
1690818252;14272;15533
1690818257;10085;9624
1690818262;9223;9699
1690818267;17395;23998
1690818272;11483;10305
1690818277;8972;9514
1690818282;14426;18627
1690818287;10752;9878
1690818292;9861;10740
1690818297;17070;24816
1690818302;13261;17319
1690818307;11504;16946
1690818312;15912;21686
1690818317;12174;16864
1690818322;11303;16029
1690818327;16972;23472
1690818332;11306;10156
1690818337;9893;10260
1690818342;15607;33757
1690818347;16346;39054
1690818352;19602;42732
1690818357;21803;44509
1690818362;19526;41936
1690818367;21941;45543
1690818372;26857;181247
1690818377;18191;41284
1690818382;19451;43676
1690818387;21383;42194
1690818392;19526;41876
1690818397;17612;41152
1690818402;22095;51892
1690818407;18398;41438
1690818412;18821;42845
1690818417;21383;42370
1690818422;20722;49768
1690818427;19038;48280
1690818432;29321;189279
1690818437;20265;48767
1690818442;21463;56327
1690818447;22563;44629
1690818452;21519;44272
1690818457;17549;41275
1690818462;21300;42622
1690818467;19049;41570
1690818472;17878;41369
1690818477;23175;44632
1690818482;19970;41914
1690818487;18006;41469
1690818492;25902;181253
1690818497;19290;41534
1690818502;17916;41796
1690818507;22273;43540
1690818512;20572;42140
1690818517;17665;41215
1690818522;23625;45344
1690818527;19444;41762
1690818532;17646;41369
1690818537;23013;46325
1690818542;20327;41955
1690818547;18196;42193
1690818552;27960;188529
1690818557;21474;49005
1690818562;20287;48827
1690818567;23034;49520
1690818572;20932;42550
1690818577;17225;42218
1690818582;20675;42126
1690818587;19388;41769
1690818592;17620;41489
1690818597;20826;42280
1690818602;20516;42207
1690818607;17379;41118
1690818612;26356;181329
1690818617;19658;41887
1690818622;17658;41580
1690818627;20920;42402
1690818632;21206;42276
1690818637;17225;41087
1690818642;20383;42030
1690818647;20589;41910
1690818652;17658;41640
1690818657;20404;42258
1690818662;23471;43964
1690818667;18210;41774
1690818672;26672;187982
1690818677;25563;51433
1690818682;167362;68565
1690818687;20298;48891
1690818692;30170;54557
1690818697;17341;41027
1690818702;17457;41639
1690818707;24913;44726
1690818712;106795;52301
1690818717;17199;41233
1690818722;24249;43222
1690818727;17762;41392
1690818732;23102;180830
1690818737;23096;42630
1690818742;194375;63842
1690818747;19169;41671
1690818752;26492;43697
1690818757;17782;41442
1690818762;18941;42976
1690818767;23503;43103
1690818772;106249;52783
1690818777;18695;42893
1690818782;25171;44280
1690818787;20193;48931
1690818792;24677;187788
1690818797;25366;50164
1690818802;197073;69113
1690818807;18909;42349
1690818812;24060;43402
1690818817;17281;41020
1690818822;17101;41135
1690818827;23167;43097
1690818832;108696;53905
1690818838;17192;41174
1690818843;23906;42699
1690818848;20650;44821
1690818853;22744;180131
1690818858;23139;42686
1690818863;196966;65804
1690818868;17427;41761
1690818873;24479;43013
1690818878;17127;42060
1690818883;17101;41075
1690818888;30378;50213
1690818893;104732;52798
1690818898;17308;41229
1690818903;24022;42790
1690818908;17610;42123
1690818913;24291;187569
1690818918;32599;57251
1690818923;194154;68686
1690818928;17192;41234
1690818933;25153;45787
1690818938;17610;41346
1690818943;17437;41286
1690818948;30861;50478
1690818953;105616;52665
1690818958;17568;41444
1690818963;28058;56546
1690818968;18179;41612
1690818973;22242;180187
1690818978;30441;50058
1690818983;193457;62573
1690818988;19065;42782
1690818993;28017;56368
1690818998;17678;41020
1690819003;20235;44278
1690819008;30037;49970
1690819013;104920;52328
1690819018;16566;21263
1690819023;22472;29379
1690819028;12905;18218
1690819033;13090;117491
1690819038;23909;25885
1690819043;188299;38374
1690819048;12893;14881
1690819053;20942;27456
1690819058;11312;10273
1690819063;8972;9509
1690819068;21175;18298
1690819073;99391;35177
1690819078;9235;9464
1690819083;18800;24671
1690819088;11111;10239
1690819093;9571;9808
1690819098;21350;18483
1690819103;136633;23540
1690819108;9665;10028
1690819113;16780;12240
1690819118;11395;11397
1690819123;9521;9807
1690819128;21185;18299
1690819133;11265;10300
1690819138;9452;9871
1690819143;18641;19750
1690819148;12710;17210
1690819153;12440;18754
1690819158;25476;27098
1690819163;12572;16581
1690819168;9969;10063
1690819173;18481;14900
1690819178;10749;10169
1690819183;10211;10160
1690819188;22544;21360
1690819193;11165;10743
1690819198;9900;9915
1690819203;15062;11303
1690819208;10867;10001
1690819213;10512;10663
1690819218;20902;18418
1690819223;11557;10552
1690819228;9893;9914
1690819233;15385;11718
1690819238;11353;10385
1690819243;11047;11173
1690819248;20394;18146
1690819253;11578;10946
1690819258;9637;10808
1690819263;15011;12181
1690819268;13724;17699
1690819273;11413;16732
1690819278;21948;25198
1690819283;13433;17530
1690819288;11071;15746
1690819293;13820;10629
1690819298;11133;9828
1690819303;9637;9677
1690819308;19883;18070
1690819313;13945;12260
1690819318;9637;9768
1690819323;13820;10569
1690819328;15671;14596
1690819333;10518;10269
1690819338;20117;18370
1690819343;13152;12237
1690819348;13207;15071
1690819353;15523;13194
1690819358;11224;10042
1690819363;9653;9877
1690819368;20539;18408
1690819373;12174;24289
1690819378;10325;11033
1690819383;16809;18510
1690819388;13545;17514
1690819393;12115;18242
1690819398;22166;24959
1690819403;12204;10485
1690819408;9218;9574
1690819413;14728;11211
1690819418;11864;10430
1690819423;10707;10916
1690819428;20207;18470
1690819433;13279;10951
1690819438;9306;9545
1690819443;13349;10528
1690819448;12336;10396
1690819453;9152;9514
1690819458;19101;17637
1690819463;12854;10787
1690819468;11088;11004
1690819473;12618;10365
1690819478;13817;10661
1690819483;12349;12594
1690819488;17019;17090
1690819493;15670;13806
1690819498;13298;13609
1690819503;13181;17365
1690819508;16513;18021
1690819513;13006;18970
1690819518;18436;24280
1690819524;16460;17195
1690819529;9463;9639
1690819534;10663;9931
1690819539;14957;11123
1690819544;9152;9454
1690819549;16635;17071
1690819554;14957;11057
1690819559;9663;11717
1690819564;11069;10318
1690819569;14957;11089
1690819574;9114;9408
1690819579;9449;10174
1690819584;14810;11001
1690819589;9438;9800
1690819594;10761;10029
1690819599;15353;11570
1690819604;9365;9634
1690819609;9224;9763
1690819614;14901;11004
1690819619;10313;12106
1690819624;10946;10915
1690819629;17648;18632
1690819634;11519;16852
1690819639;14279;19207
1690819644;17376;18598
1690819649;14753;21879
1690819654;16597;17091
1690819659;14810;10910
1690819664;9638;9815
1690819669;11313;11914
1690819674;15687;25036
1690819679;9347;9646
1690819684;10824;9966
1690819689;14901;12135
1690819694;9313;9489
1690819699;8979;9490
1690819704;15055;11155
1690819709;9592;9891
1690819714;11936;11504
1690819719;14901;11439
1690819724;9707;9866
1690819729;8979;9458
1690819734;14964;11001
1690819739;10041;10657
1690819744;12691;17175
1690819749;16834;18273
1690819754;11356;16667
1690819759;10846;16667
1690819764;16621;17382
1690819769;9398;9698
1690819774;10761;9931
1690819779;15353;13634
1690819784;9306;9468
1690819789;8972;9454
1690819794;17245;12842
1690819799;9340;9822
1690819804;10572;9777
1690819809;21568;27350
1690819814;9306;9605
1690819819;9126;9545
1690819824;15460;12330
1690819829;10364;9966
1690819834;10726;9868
1690819839;17410;24069
1690819844;11980;11174
1690819849;9126;9545
1690819854;13786;10761
1690819859;10786;9944
1690819864;12268;12446
1690819869;18764;31080
1690819874;13409;17373
1690819879;11257;16694
1690819884;15328;17656
1690819889;11191;10165
1690819894;10663;9871
1690819899;16768;25005
1690819904;10895;10238
1690819909;9126;9637
1690819914;13329;10447
1690819919;10429;9843
1690819924;11795;10931
1690819929;18517;26436
1690819934;10178;9778
1690819939;9483;9586
1690819944;13652;11016
1690819949;16849;17470
1690819954;11290;12754
1690819959;15323;12789
1690819964;13009;12223
1690819969;10094;9991
1690819974;13420;10661
1690819979;14512;14121
1690819984;11683;10785
1690819989;15067;17779
1690819994;14208;19174
1690819999;11991;17215
1690820004;15218;17881
1690820009;13196;16775
1690820014;11819;10511
1690820019;14694;12333
1690820024;11194;10116
1690820029;10431;10257
1690820034;13278;10823
1690820039;12512;11077
1690820044;11589;10266
1690820049;12880;10700
1690820054;11771;10216
1690820059;10031;9820
1690820064;12547;10361
1690820069;12688;13082
1690820074;11237;9940
1690820079;12220;10186
1690820084;11133;9828
1690820089;9392;9432
1690820094;12283;10183
1690820099;12270;11340
1690820104;12412;11324
1690820109;12650;11317
1690820114;12855;16974
1690820119;13572;18731
1690820124;14062;17619
1690820129;13958;17869
1690820134;16438;19779
1690820139;12460;10164
1690820144;11133;9828
1690820149;10438;10890
1690820154;12551;10318
1690820159;12273;10965
1690820164;10997;9962
1690820169;12460;10164
1690820174;11224;11053
1690820179;9306;9545
1690820184;12103;10215
1690820189;12781;11097
1690820194;10843;9931
1690820199;13253;11601
1690820205;12747;10505
1690820210;9609;9708
1690820215;11529;10114
1690820220;13204;11015
1690820225;11257;10230
1690820230;13203;12462
1690820235;13033;11358
1690820240;10862;16449
1690820245;12234;16713
1690820250;21619;28398
1690820255;12826;19527
1690820260;9694;10267
1690820265;14290;10714
1690820270;9218;10377
1690820275;10999;10978
1690820280;15698;11798
1690820285;10434;9923
1690820290;11583;11984
1690820295;14550;10709
1690820300;9152;9454
1690820305;13181;14992
1690820310;16084;12244
1690820315;10997;10114
1690820320;10486;11357
1690820325;14957;10937
1690820330;9695;10205
1690820335;8972;9769
1690820340;15758;11735
1690820345;11112;9984
1690820350;9361;9957
1690820355;14712;10752
1690820360;9755;10371
1690820365;10874;18075
1690820370;17691;18884
1690820375;12619;17018
1690820380;10927;16754
1690820385;15686;11315
1690820390;9152;9485
1690820395;9126;9485
1690820400;15852;11889
1690820405;10997;11153
1690820410;8972;9394
1690820415;14866;10783
1690820420;9215;9391
1690820425;8972;9394
1690820430;15849;11889
1690820435;11516;10973
1690820440;16067;102377
1690820445;17928;13227
1690820450;9808;10027
1690820455;64583;149989
